㒵	かお
陵	りょう,みささぎ
陶	とう,すえ
陷	かん,おちい,おとしい
陸	りく,ろく,おか
険	けん,けわ
陻	しゅ,しょう,じゅ,とう,ず,ふさ
陼	しょ,と,つ,ず,しま
陽	よう,ひ
陾	じょう,にょう,じ,に,おお
陿	きょう,こう,せま
隁	えん,つつ
隂	いん,かげ
隃	しゅ,ゆ,よう,こ
隄	てい,たい,し,じ,つつ
隅	ぐう,すみ
隆	りゅう
隈	わい,え,くま,すみ
隉	げつ,げち,あや
隊	たい
隋	ずい,すい,た,だ
隍	こう,ほり
階	かい,きざはし
随	ずい,まにま,したが
隑	かい,き,げ,なが
隔	かく,へだ
隕	いん,えん,うん,おち
隖	お,う,つつ
隗	かい,けわ
隘	あい,やく,せま
隙	げき,きゃく,けき,すき,す,ひま
隚	とう,いしずえ
際	さい,きわ,ぎわ
障	しょう,さわ
隝	とう,ちょう,しま
隟	きゃく,けき,すき,す,ひま
隠	いん,おん,かく,よ
隣	りん,とな,となり
隤	たい,ずい,た,お
隥	とう,さか,きだ
隦	へい,ひ,ひめがき
隧	すい,つい,みち
隨	ずい,まにまに,したが
隩	おう,いく,くま
險	けん,けわ
隮	せい,さい,のぼ
隯	とう,ちょう,しま
隰	しつ,しゅう,さわ
隱	いん,おん,かく,よ
隲	ちょく,しつ,のぼ
隳	き,くず
隴	ろう,りょう,おか
隶	たい
隷	れい,したが,しもべ
隸	れい,したが,しもべ
隹	さい,すい,とり
隺	こく,かく,あ
隻	せき
隼	しゅん,じゅん,はやぶさ
雀	じゃく,じゃん,さく,しゃく,すずめ
雁	がん,かり,かりがね
雄	ゆう,お,おす,おん
雅	が,みや
集	しゅう,あつ,つど
雇	こ,やと
雉	じ,ち,きじ
雊	こう,く
雋	しゅん,せん,すぐ
雌	し,め,めす,めん
雍	よう,ゆ,ふさ,やわら
雎	しょ
雑	ざつ,ぞう,まじ
雒	らく,みみずく
雕	ちょう,きざ,わし,ほ
雖	すい,いえど,これ
雘	わく,こ,しんしゃ
雙	そう,たぐい,ならぶ,ふたつ,ふた
雚	かん,こうのとり
雛	すう,す,じゅ,ひな,ひよこ
雜	ざつ,ぞう,まじ
雝	よう,ゆ,やわ
雞	けい,にわとり,とり
雟	けい,え,き,すい,めぐり,つばめ
離	り,はな
難	なん,かた,がた,むずか,むづか,むつか
雨	う,あめ,あま,さめ
雩	う,く,きょ,こ,あまごい
雪	せつ,ゆき
雫	だ,しずく
雯	ぶん,もん
雰	ふん
雱	ほう
雲	うん,くも,ぐも
零	れい,ぜろ,こぼ
雷	らい,かみなり,いかずち,いかづち
雹	はく,ひょく,ぼく,ひょう
雺	む,ぼう,ぶ,きり
電	でん
需	じゅ
霂	ぼく,もく
霃	ちん,じん,くも
霄	しょう,そら
霅	しょう,そう,ぎょう,とう,やかま
霆	てい,いかづち
震	しん,ふる
霈	はい,ひさめ
霉	ばい,め,つゆ,しめり,しみ
霊	れい,りょう,たま
霍	かく,にわか
霎	しょう,そう
霏	ひ,もや
霑	てん,うるお
霓	げい,にじ
霖	りん,ながあめ,ながめ
霙	えい,よう,みぞれ
霚	む,ぼう,ぶ,きり
霛	れい,りょう,たま
霜	そう,しも
霝	れい,りょう
霞	か,げ,かすみ,かす
霡	ばく,みゃく,べき,こさめ
霢	ばく,みゃく,べき,こさめ
霣	いん,こん,うん,あめ
霤	りゅう,あまだれ
霧	む,ぼう,ぶ,きり
霨	い
霪	いん
霰	せん,さん,あられ
霱	いつ,いち,めでたいくも
露	ろ,ろう,つゆ
霳	りゅう,りゅ
霸	は,はく,はたがしら
霹	へき,ひゃく
霽	せい,さい,は
霾	ばい,つちふる
靁	らい,かみなり
靂	れき
靃	かく,すい,はおと
靄	あい,もや
靆	たい
靈	れい,りょう,たま
靉	あい,い
靊	ふう,ふ
靎	かく,つる
靏	かく,つる
青	せい,しょう,あお
靕	しん,ただ
靖	せい,じょう,やす
靗	てい,ちょう,うかが
靘	せい
静	せい,じょう,しず
靚	せい,しょう
靛	てん,あい
靜	せい,じょう,しず
非	ひ,あら
靠	こう,もた,たが,よ
靡	ひ,び,み,なび,ない,わ
面	めん,べん,おも,おもて,つら
靣	めん,べん,おも,おもて,つら
靤	ほう,にきび
靦	てん
靧	かい,け
靨	よう,えくぼ
革	かく,かわ
靪	てい,ちょう,だい,おぎなう
靫	じん,にん,さ,さい,さつ,うつぼ
靭	じん,にん,さ,さい,さつ,うつぼ
靮	てき,ちゃく,たづな
靱	じん,にん,さ,さい,さつ,うつぼ
靳	きん,こん,むながい
靴	か,くつ
靶	は,たづな
靷	いん,ちん,じん,ひきづな
靸	そう,しゅう,くつ
靹	けつ
靺	まつ,ばつ
靻	そ,たつ,おもがい
靼	たん,たち,たつ,なめ,なめしがわ
靽	はん,きずな,ほだ,つな
靿	おう,よう,かわぐつ
鞀	とう,ふりつづみ
鞁	ひ
鞄	はく,ほう,びょう,かばん
鞅	おう,よう,むながい
鞆	とも
鞉	とう,ふりつづみ
鞋	あい,かい,わらじ,くつ
鞍	あん,くら
鞏	きょう,かたい
鞐	こはぜ
鞕	ごう,ぎょう,かた
鞖	さい
鞗	ちょう,とう,たづな
鞘	しょう,そう,さや
鞙	けん
鞚	こう,く,おもがい
鞜	とう,くつ
鞞	へい,ひょう,ひ,ばい,さや
鞟	かく
鞠	きく,きゅう,まり
鞢	しょう,とう
鞣	じゅう,にゅう,なめ,なめしがわ
鞦	しゅう,ふらん,しりがい
鞨	かつ,がち,せつ,ぜち,かわぐつ
鞫	きく
鞬	けん,こん,ゆみぶくろ
鞭	べん,へん,むち,むちうつ
鞮	てい,たい,かわぐつ
鞱	とう,ゆぶくろ,ゆみぶくろ,つつ
鞲	こう,く,ゆごて
鞳	とう
鞴	ひ,び,ふく,ふいご
鞵	あい,かい,わらじ,くつ
鞶	はん
鞸	ひつ,ひち,へい,ひょう,ひざかけ
鞹	かく
鞺	とう
鞼	き,かい,け,え,わい,たづな
鞾	か,くつ
鞿	き,け,くつばみ
韁	きょう,こう,たづな
韃	だつ,たつ
韄	あく,やく,かく,ぎゃく,かたのさげお
韅	けん
韆	せん
韇	とく,やづつ
韈	べつ,もち,ばつ,まち,しとうず
韉	せん,したぐら
韊	らん,れん,やづつ,えびら
韋	い,そむ
韌	じん,にん,しなや
韍	ふつ,ふち,ひ,ひざかけ
韎	ばい,まい,ばつ
韐	こう,きょう,かわ
韑	い,ひかり
韓	かん,から,いげた
韔	ちょう,りょう,ゆみぶくろ
韗	うん,くん,けん,かん,くつ
韘	しょう,ゆがけ
韙	い,ただ
韛	はい,ふく,こう,ふいご,えびら
韜	とう,ゆぶくろ,ゆみぶくろ,つつ
韝	こう,く,ゆごて
韞	おん,うん,かきいろ
韠	ひつ,ひち,ひざかけ
韡	い,さかん
韤	べつ,もち,ばつ,まち,くつした,たび
韭	きゅう,く
韮	きゅう,く,にら
韯	せん,やまにら
韱	せん,やまにら
韲	せい,さい,あえもの,なます,あ
音	おん,いん,のん,おと,ね
韴	そう,とぎ,とぎれごえ,ふつ
韵	いん,ひびき
韶	しょう
韷	らく,りゃく,かまびす
韸	ほう,ぼ,ふう,ふ,やわ
韺	えい,よう
韻	いん
響	きょう,ひび
頁	けつ,ぺえじ,おおがい,かしら
頂	ちょう,いただ,いただき
頃	けい,きょう,ころ,ごろ,しばら
項	こう,うなじ
順	じゅん
頇	かん,がつ,がち,おお
須	す,しゅ,すべから,すべし,ひげ,まつ
頊	きょく,こく,ぎょく,ただ
頌	しょう,じゅ,よう,かたち,たた,ほめ
頍	き,けん
頎	き,げ,きん,こん,かたちがよい
頏	こう,のど
預	よ,あず
頑	がん,かたく
頒	はん,わ
頓	とん,とつ,にわか,つまず,とみ,ぬかずく
頔	てき,じゃく,うつく,よい
頖	はん,わかつ
頗	は,すこぶ,かたよ
領	りょう,えり
頙	さく,しゃく,しん,ただ
頚	けい,くび
頜	かん,ごん,こう,あご
頞	あつ,あち,あん,はなすじ
頠	がい,ぎ,しとやか
頡	けつ,きつ,かつ,けち
頣	しん,うかがいみる
頤	い,おとがい,あご
頥	い,おとがい,あご
頦	かい,あご
頫	ふ,ばん,まん,うつむ
頬	きょう,ほお,ほほ
頭	とう,ず,と,あたま,かしら,がしら
頮	かい,け
頯	かい,きゅう,ぐ,ほおぼね
頰	きょう,ほお,ほほ
頲	てい,ちょう
頳	てい,ちょう,あか
頴	えい,ほさき,のぎ
頵	いん,きん,おお
頷	がん,かん,うなず,あご
頸	けい,くび
頻	ひん,しき
頼	らい,たの,たよ
頽	たい,くず
頾	し,ひげ,くちひげ
顄	かん,ごん,おとがい
顆	か,つ
顇	すい,しゅつ,じゅう,やつ
顊	い,おとがい
顋	さい,あご,えら
題	だい
額	がく,ひたい
顎	がく,あご,あぎと
顏	がん,かお
顑	かん,こん,けん,きいろい
顒	ぎょう,ぐ,おお
顓	せん,うやうや
顔	がん,かお
顕	けん,あきらか,あらわ
顖	しん,し,ひよめき
顗	ぎ,げ,がい,うやうや
願	がん,ねが,ねがい
顙	そう,ひたい
顚	てん,いただ,たお
顛	てん,いただき,たお
類	るい,たぐ
顢	ばん,まん,おおきなかお
顣	しゅく,せき,しゃく
顥	こう,しろ
顦	しょう,やつ
顧	こ,かえり
顪	かい,け,ほお
顫	せん,ふる
顬	じゅ,にゅ,こめかみ
顯	けん,あきらか,あらわ
顰	ひん,ひそ,しか
顱	ろ,かしら,あたま
顳	しょう
顴	けん,かん
風	ふう,ふ,かぜ,かざ
颪	おろし
颫	ふ
颭	せん,そよぐ
颮	ひょう,つむじかぜ
颯	さつ,そう,さっ
颰	はつ,ほち,ばち,ふつ,ぶち,へつ
颱	たい
颴	せん,つむじかぜ
颶	ぐ,く
颷	ひょう,つむじかぜ
颸	し,すずしいかぜ
颺	よう,あ
颻	よう
颿	はん,ぼん,へん,はし
飂	りゅう,る,りく,ろく,ふく
飃	ひょう,ひるが,つむじかぜ
飄	ひょう,ひるが,つむじかぜ
飅	りゅう,る,ふく
飆	ひょう,つむじかぜ
飇	ひょう,つむじかぜ
飈	ひょう,つむじかぜ
飌	ふう,ふ,かぜ,かざ
飛	ひ,と
飜	はん,ほん,ひるがえ
食	しょく,じき,く,た,は
飡	さん,そん,の,くら
飢	き,う
飣	てい,ちょう,たくわ
飥	たく,もち
飦	けん,こん,せん,かん,かゆ,ほしいい
飧	そん,ばんめし
飩	どん,とん
飪	じん,にん,に
飫	よう,お,よ,あき
飭	ちょく,ちき,いまし,ただ
飮	いん,おん,の
飯	はん,めし
飰	はん,くらう,めし
飲	いん,おん,の
飳	しゅ,ちゅ,とう,つ,こなもち
飴	い,し,あめ,やしな
飶	ひつ,びち,へつ,べち,かおり
飼	し,か
飽	ほう,あ
飾	しょく,かざ
餂	てん,うまい
餃	ぎょう,きょう,こう
餅	へい,ひょう,もち,もちい
餇	と,ず,くいもの
餈	し,もち
餉	しょう,け,かれい,べんとう
養	よう,りょう,やしな
餌	じ,に,え,えば,えさ,もち
餐	さん,そん,の,くら
餑	ほつ,ぼち,こう,なが
餒	だい,い,う
餓	が,う
餔	ほ,ふ,く,ゆうめし
餕	しゅん,せん,たべのこし
餖	とう,ず
餗	そく,さく,かゆ
餘	よ,あま
餚	こう,ぎょう,そな
餛	こん
餜	か,もち
餝	こう,しき,しょく,かざり,かざ
餞	せん,はなむけ
餟	てつ,てち,てい,まつ
餠	へい,ひょう,もち,もちい
餡	あん,かん
餢	ほう,ぶ
餤	たん
餦	ちょう,あめ,もち
餧	だい,い,う
館	かん,やかた,たて
餫	うん,こん,おく
餬	こ,かゆ
餮	てつ,むさぼ
餱	こう,ぐ,ほしいい
餲	えい,あつ,あち,あい,くさる
餳	とう,せい,あめ
餴	ふん,むす,むしめし
餵	だい,い,う
餹	とう,あめ
餺	はく
餻	こう,こなもち
餼	き,け,おくりもの
餽	き,おく
餾	りゅう
饀	とう,こなもち
饁	よう,おう,こう,おく
饂	うん,うどん
饅	まん
饆	ひつ,ひち,もち
饇	よ,お,う,おう,あく
饈	しゅう,しゅ,すす
饉	きん,う
饋	き,おく
饌	せん,さん,そな
饍	せん,かしわ,すす,そな
饎	し,き,さけさかな,む
饐	い,えい,えつ,す,むせ
饑	き,う
饒	じょう,にょう,ゆたか
饔	よう,ゆ,に
饕	とう,むさぼ
饗	きょう,う,もてな
饘	せん,かゆ
饙	ふん,むす,むしめし
饛	ぼう,む,やまもり
饜	えん,あく
饞	さん,ぜん,むさぼ
饟	しょう,げ,け,かれい,べんとう
饠	ら,もち
首	しゅ,くび
馗	き
馘	かく,きょく,くびき,みみき
香	こう,きょう,か,かお
馛	はつ,ばち,へつ,へち,にお,こうば
馝	ひつ,びち,へつ,べち,かおり
馟	と,ず,こうば
馣	あん,えん,おう
馥	くく,ひょく,ふく,か,かお
馦	けん,こう
馨	けい,きょう,かお,かおり
馬	ば,うま,ま
馭	ぎょ
馮	ひょう,ふ,ふう,たの,よ
馰	てき,ちゃく
馱	た,たい,の
馲	たく,ちゃく,らく,わく,らば
馳	ち,じ,は
馴	じゅん,しゅん,くん,な,したが
馵	しゅ,そく,ぞく
馹	じつ,にち,はやうま
馺	そう,おいつく
馼	ぶん,もん
馽	ちゅう,しょう,つな
馿	ろ,りょ,うさぎうま
駁	はく,ばく,ぶち,まじ,まだら
駃	けつ,けち,がい,け,らば
駄	だ,た
駅	えき
駆	く,か
駈	く,か
駉	けい,きょう,まき,まきば
駐	ちゅう
駑	ど,にぶ
駒	く,こま
駓	ひ,しらかげ
駔	そう,そ,しょ,うま
駕	か,が,かご,しのぐ,のる
駘	たい
駙	ふ,そえうま,ちか
駚	よう,おう
駛	し,は,はや
駜	ひつ,びち,ひ,こ
駝	だ,た,せむし
駞	た,せむし
駟	し
駢	へん,なら
駧	とう,ず,はし
駪	しん,おお
駫	けい,きょう,たくま
駬	じ,に,しゅんめ
駭	がい,かい,おどろ
駮	かく,はく,ぶち,まだら
駰	いん,どろあしげ
駱	らく,かわらげ
駲	しゅう,じゅん
駴	かい,あい,おどろ
駵	りゅう,る,くりげ
駸	しん
駹	ぼう,もう
駻	かん
駽	けん
駾	たい,はし
駿	しゅん,すん,すぐ
騁	てい,はせ
騂	せい,しょう,けい,きょう,あかうま
騃	がい,し,い,ぎ,たい,おろ
騄	りょく,ろく
騅	すい,あしげ
騋	らい
騌	そう,たてがみ
騎	き
騏	き
騐	けん,あかし,しるし,ため
騑	ひ,そえうま
騒	そう,さわ,うれい
験	けん,げん,あかし,しるし,ため,ためし
騖	ぶ,む,はせる
騙	へん,かた,だま
騞	かく,きゃく,ばく,みゃく
騠	てい,だい
騢	か,げ,つきげ
騣	そう,す,たてがみ
騤	き,けつ,けち,すす
騧	か,い,かい,げ
騨	たん,だん,た,だ,てん
騫	けん
騭	しつ,しち,ちょく,おすうま
騮	りゅう,る,くりげ
騰	とう,あが,のぼ
騳	とく,はし
騵	げん,がん,が
騶	しゅう,しゅ,す,ちゅ,すう,うまかい
騷	そう,さわ,うれい,さわが
騸	せん
騾	ら
驀	ばく
驁	ごう,ぎょう,おご
驂	さん,そえうま
驃	ひょう
驄	そう,す,あしげ
驅	く,か
驇	ち,おもい
驊	か,げ,あかくりげ
驋	はつ,はち,はし
驌	しゅく,すく
驍	ぎょう,きょう,たけし,つよ
驎	りん,まだらうま
驑	りゅう,る,くりげ
驒	たん,だん,だ,まだらうま
驔	てん,たん,どん,くろくりげ
驕	きょう,おご
驖	てつ,でち,くろくりげ
驗	けん,げん,あかし,しるし,ため,ためし
驚	きょう,おどろ
驛	えき
驝	たく,ちゃく,らく,わく,らば
驟	しゅう,にわか,はせ
驢	ろ,りょ,うさぎうま
驤	じょう,しょう,あ
驥	き
驩	かん,よろこ
驪	り,れい
驫	ひゅう,ひょう,しゅう
骨	こつ,ほね
骪	い,ま,あつ,すておく
骬	う
骭	かん,はぎ
骮	よく,こぼね
骯	こう
骰	とう,さい
骲	はく,ごう,ぎょう,ほう,びょう,やじり
骴	し,さい,じゃ,ほね
骵	たい,てい,からだ,かたち
骶	てい,たい,しり
骷	くう
骸	がい,かい,むくろ
骹	こう,きょう,ごう,は
骻	か,け,またぐら
骼	かく
骾	こう,きょう
骿	へん
髀	ひ,へい,もも
髁	かい,け,か,もも
髃	ぐ,ごう,がい
髄	ずい
髆	はく,かいがらぼね
髈	ほう,もも
髎	りょう,ろお,りゅう,こしぼね
髏	ろ
髐	こう,きょう,かぶらや
髑	どく,とく
髒	そう,きたない
髓	ずい
體	たい,てい,からだ,かたち
髕	ひん
髖	かん,こん,こしぼね
髗	ろ,かしら,あたま
高	こう,たか,だか
髛	こう,あき
髜	きょう,たか
髞	そう
髟	ひゅう,ひょう
髠	こん,そる
髢	てい,せき,かもじ
髣	ほう
髤	きゅう,く,し,うるし
髥	ぜん,ねん,おおひげ
髦	ぼう,もう,たれがみ
髧	たん,どん
髩	ひん
髪	はつ,かみ
髫	ちょう,うな
髬	ひ
髭	し,ひげ,くちひげ
髮	はつ,かみ
髯	ぜん,ひげ
髱	ほう,たぼ
髲	ひ,かもじ
髳	ぼう,む,もう,たれがみ
髴	ふつ
髵	じ,に,あごひげ
髷	きょく,まげ,わげ
髹	きゅう,く,し,うるし
髺	がち,かつ,たば
髻	けい,きつ,たぶさ,みずら,もとどり
髽	さ,せ,くくりがみ
髿	さ,しゃ
鬀	てい,かみ,まい,そ,す
鬁	り
鬂	ひん
鬃	そう,ず,ぞう,たてがみ
鬄	てい,たい,せき,てき,しゃく,ちゃく
鬅	ほう
鬆	しょう,そう,しゅ
鬈	けん,うるわ
鬉	そう,す,たてがみ
鬋	せん
鬌	た,つい,ずい,き,だ,お
鬍	こ
鬎	らつ
鬐	き,たてがみ
鬒	しん,おお
鬖	さん,しん,せん
鬘	ばん,まん,かつら
鬙	そう,みだ
鬚	しゅ,す,ひげ
鬛	りょう,たてがみ
鬜	かん,けん,さん,ぜん,は
鬟	かん,わげ,みずら
鬠	かつ,がち,かい,け,たば,もとゆい
鬢	びん,ひん
鬣	りょう,たてがみ
鬦	とう,たたか,あらそ
鬧	とう,どう,さわが
鬨	こう,ぐ,とき
鬩	けき,かく,げき,せめ
鬪	とう,たたか,あらそ
鬫	かん,けん,ほ
鬭	とう,たたか,あらそ
鬮	きゅう,くじ
鬯	ちょう,かおりぐさ
鬱	うつ,うっ,ふさ,しげ
鬲	かく,れき,かなえ,へだ
鬳	けん,がん,ごん,こしき
鬴	ふ,れき,りゃく,かま
鬵	せん,しん,おおがま
鬷	そう,す,あつ
鬹	き,けい,え,かま
鬺	しょう,に
鬻	いく,しゅく,かゆ,かい,ひさ
鬼	き,おに
鬽	び,み,ばけもの
魁	かい,さきがけ,かしら
魂	こん,たましい,たま
魃	はつ,ばつ
魄	はく,たく,たましい
魅	み
魈	しょう,すだま
魋	たい,ずい,つい
魌	き,みにく
魍	もう,ぼう
魎	りょう,こだま
魏	ぎ,たか
魑	ち,すだま
魔	ま
魕	き,おに
魖	きょ,こ
魗	しゅう,みにく,しこ
魘	えん,よう,うな
魚	ぎょ,うお,さかな,ざかな
魛	とう,たちうお
魞	えり
魡	てき,ちゃく,ちょう,つる
魣	しょ,よ,たなご,かます
魥	きょう,こう,こがめ,こち,ひもの
魦	さ,しゃ,しょう,さめ,ちちぶ
魨	とん,ふぐ
魪	かい,かれい
魫	しん,さかなのこ
魬	はん,かれい
魭	げん,がん,あおうみがめ
魮	ひ
魯	ろ,おろか
魲	ろ
魳	し,そう,ぶり,はまち,かます
魴	ほう,かがみたい,おしきうお,かがみだい
魵	ふん,えび
魷	ゆう
魸	なまず
魹	とど
魿	れい,りょう,りん,う,うろこ
鮀	た,なまず
鮃	ひょう,へい,ひらめ
鮄	ふつ,ぶち,さば
鮅	ひつ,びち,ます
鮆	せい,ざい,し,じ,えつ
鮇	び,み,いわな
鮉	ちょう,たい
鮊	はく,びゃく,は,べ,みごい,しろうお
鮋	ゆう,ゆ,しゅう,じゅ,はや
鮍	ひ,かわはぎ
鮎	でん,ねん,あゆ,なまず
鮏	せい,しょう,そう,なまぐさ,さけ
鮐	たい,い,ふぐ
鮑	ほ,ほう,あわび
鮒	ほ,ふ,ぶ,ふな
鮓	さ,すし
鮔	きょ
鮖	かじか
鮗	このしろ
鮚	きつ,ぎち,けつ,けち,はまぐり
